id	type	modified	language	rights	rightsHolder	bibliographicCitation	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	dataGeneralizations	occurrenceID	catalogNumber	recordedBy	associatedReferences	eventDate	continent	country	countryCode	verbatimLocality	verbatimCoordinates	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	scientificName	kingdom	taxonRank	scientificNameAuthorship	nomenclaturalCode
INBO:FLORA:00000001	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000001	00000001	Pieter Hendrickx	Streeplijst flower 2001 (nederlandstalig)	2004-05-01/2004-05-31	Europe	BELGIUM	BE	Zuun-beekvallei-alluviale percelen	e4-42-33	IFBL 1km	50.77434	4.14923	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000002	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000002	00000002	Steven De Saeger;Lieve Vriens	Biologische Waarderingskaart	2003-01-01/2003-12-31	Europe	BELGIUM	BE	22-lv1082	d3-43-22	IFBL 1km	50.97989	3.79228	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000003	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000003	00000003	Jean Castro;Pieter Hendrickx	Streeplijst flower 2001 (nederlandstalig)	2001-05-01/2001-05-31	Europe	BELGIUM	BE	Herkwinning Borgloon (+Tongeren)	e6-38-34	IFBL 1km	50.80585	5.41174	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000004	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000004	00000004	Geert Heyneman	Streeplijst flower 1995	1993-01-01/1993-12-31	Europe	BELGIUM	BE	Vrieselhof	c5-22-31	IFBL 1km	51.21477	4.60515	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000005	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000005	00000005	Danny Minnebo;Karel De Waele;William Sierens;J. De Troyer;Ingrid Taveirne;L. Huyghe;I. Aelvoet;Hugo Notebaert;R. Minnebo;Leen Martens;Ch. Melis;Annick Verstraete;J. Dedrie;Jean De Prez;An Leyssen;M. Detolleneer;Cyrilla Gillis;R. Van De Walle;Christine Troch; Plantenwerkgroep Natuurpunt Gent;M. Bensch;H. Van de Wynkele	Streeplijst flower 1995	2004-01-01/2004-12-31	Europe	BELGIUM	BE	Gentbrugge, park en spoorwegberm	d3-23-31	IFBL 1km	51.03361	3.74885	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000006	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000006	00000006	K. Lale;William Sierens;Fr. Lavens;Ingrid Taveirne;Arthur Suys;L. Huyghe;Hugo Notebaert;Leen Martens;Ch. Melis;J. Dedrie;Jean De Prez;Marc Haerssens;R. Van De Walle;J. Van Wonterghem; Plantenwerkgroep Natuurpunt Gent;Jozef Buysse;Annie Bracke	Streeplijst flower 1995	2004-06-01/2004-06-30	Europe	BELGIUM	BE	Eeklo, Het Leen	c2-37-33	IFBL 1km	51.16701	3.51831	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000007	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000007	00000007	Herwig Mees;Ronny Segers	losse waarneming	2003-01-01/2003-12-31	Europe	BELGIUM	BE	Breendonk Rijweg/Schaafstraat	d4-25-12	IFBL 1km	51.05320	4.33334	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000008	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000008	00000008	Anoniem	Streeplijst flower 1995	1992-01-01/1992-12-31	Europe	BELGIUM	BE	Rood Klooster Vallei, kalkhellingen en Sluipdelle	e4-37	IFBL 4km	50.82394	4.45413	WGS84	2800	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000009	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000009	00000009	Karl Mathijs;Ronny Deckers;Freddy Vermeulen;Gilbert Van Ael;Jacqueline Poeck	Streeplijst flower 2001 (nederlandstalig)	2005-01-01/2005-12-31	Europe	BELGIUM	BE	Edegem, Fort V	c4-37-33	IFBL 1km	51.17004	4.43334	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000010	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000010	00000010	Karel De Waele	Streeplijst flower 1995	2005-01-01/2005-12-31	Europe	BELGIUM	BE	Machelen: Oude Leie, kerk	d2-46-32	IFBL 1km	50.95997	3.47938	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000011	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000011	00000011	Ward Andriessen;Pieter Hendrickx	Streeplijst flower 2001 (nederlandstalig)	2001-09-01/2001-09-30	Europe	BELGIUM	BE	Schulensbroek	d6-44-13	IFBL 1km	50.96955	5.17337	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000012	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000012	00000012	Dirk De Beer;Joke Roebben;Pieter Hendrickx	Streeplijst flower 1995	2004-08-01/2004-08-31	Europe	BELGIUM	BE	Beveren, Waaslandhaven, ten N van Kallosluis	c4-14-12	IFBL 1km	51.26890	4.27586	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000013	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000013	00000013	Dirk De Beer	Streeplijst flower 1995	2004-07-01/2004-07-31	Europe	BELGIUM	BE	Beveren, Waaslandhaven, Singelweg, aan Melkader	c4-14-23	IFBL 1km	51.25992	4.29021	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000014	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000014	00000014	Lieve Vriens	Biologische Waarderingskaart	2003-09-01/2003-09-30	Europe	BELGIUM	BE		d3-58-32	IFBL 1km	50.92693	4.04896	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000015	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000015	00000015	Lieve Vriens	Biologische Waarderingskaart	2003-01-01/2003-12-31	Europe	BELGIUM	BE	22-lv1810	d3-23-42	IFBL 1km	51.03382	3.79162	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000016	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000016	00000016	Jean Castro	Streeplijst flower 2001 (nederlandstalig)	2001-05-01/2001-05-31	Europe	BELGIUM	BE	Vlaams Natuurreservaat Wijngaardbossen Hoeselt	e7-31-23	IFBL 1km	50.82318	5.48309	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000017	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000017	00000017	Jean Castro	Streeplijst flower 2001 (nederlandstalig)	2001-06-01/2001-06-30	Europe	BELGIUM	BE	Vlaams Natuurreservaat Wijngaardbossen Hoeselt	e7-31-42	IFBL 1km	50.81405	5.49707	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000018	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000018	00000018	Jean Castro	Streeplijst flower 2001 (nederlandstalig)	2001-05-01/2001-06-30	Europe	BELGIUM	BE	Vlaams Natuurreservaat Wijngaardbossen Hoeselt	e7-31-41	IFBL 1km	50.81419	5.48288	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000019	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000019	00000019	Pieter Hendrickx	Streeplijst flower 2001 (nederlandstalig)	2004-04-01/2004-06-30	Europe	BELGIUM	BE	Zuun-alluviale percelen, inc. Reservaat Oude Zuun	e4-44-13	IFBL 1km	50.79247	4.26261	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000020	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000020	00000020	Karel De Waele	Streeplijst flower 1995	2005-04-01/2005-04-30	Europe	BELGIUM	BE	Schamperij Schorisse	e3-31-42	IFBL 1km	50.81748	3.68075	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000021	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000021	00000021	Pieter Hendrickx	Streeplijst flower 2001 (nederlandstalig)	2002-06-01/2002-06-30	Europe	BELGIUM	BE	Veurs - dal Voeren	e7-57-42	IFBL 1km	50.73839	5.83529	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000022	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000022	00000022	Pieter Hendrickx	Streeplijst flower 2001 (nederlandstalig)	2001-06-01/2001-07-31	Europe	BELGIUM	BE	Gorenbroek Halen	d6-42-24	IFBL 1km	50.97001	5.10219	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000023	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000023	00000023	Lieve Vriens	Biologische Waarderingskaart	2003-01-01/2003-12-31	Europe	BELGIUM	BE	22-lv1299	d3-58-41	IFBL 1km	50.92696	4.06318	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000024	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000024	00000024	Lieve Vriens	Biologische Waarderingskaart	2003-01-01/2003-12-31	Europe	BELGIUM	BE	22-lv1327	d3-51-33	IFBL 1km	50.91610	3.63664	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000025	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000025	00000025	Pieter Hendrickx	Streeplijst flower 2001 (nederlandstalig)	2001-09-01/2001-09-30	Europe	BELGIUM	BE	Schulensbroek	d6-43-24	IFBL 1km	50.96964	5.15913	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000026	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000026	00000026	Filip Verloove	losse waarneming	2004-05-01/2004-05-31	Europe	BELGIUM	BE	Antwerpen Zuid, oud goederenstation	c4-26-34	IFBL 1km	51.20601	4.39046	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000027	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000027	00000027	Boudewijn Declerck	digitale streeplijst	2002-01-01/2002-12-31	Europe	BELGIUM	BE	Zulte	d2-55-34	IFBL 1km	50.91459	3.42336	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000028	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000028	00000028	Boudewijn Declerck	digitale streeplijst	2002-01-01/2002-12-31	Europe	BELGIUM	BE	Zulte	d2-55-41	IFBL 1km	50.92369	3.43740	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00000029	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00000029	00000029	Leo Van Herbruggen;Lucrèse Vannieuwerburgh;Chris De Caluwé;Marleen Gabriels;Willy Herreman;Arthur Suys;Hugo Notebaert; Nationale werkgroep botanie Natuurpunt;André Vansteenvoort;André Van Den Bergh;Jean De Prez;Eveline Verboven;Andre Jacobs;Annie Bracke	digitale streeplijst	2003-05-01/2003-05-31	Europe	BELGIUM	BE	Asse, Vijfhout, Hof te Hoogpoort	e4-13-31	IFBL 1km	50.89129	4.20554	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
