id	type	modified	language	rights	rightsHolder	bibliographicCitation	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	dataGeneralizations	occurrenceID	catalogNumber	recordedBy	associatedReferences	eventDate	continent	country	countryCode	verbatimLocality	verbatimCoordinates	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	scientificName	kingdom	taxonRank	scientificNameAuthorship	nomenclaturalCode
INBO:FLORA:00001099	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001099	00001099	Jan Verstraeten;Lily Gora; Limburgse plantenwerkgroep;Edgard Stevens;Jeroen Van Gemert	Streeplijst flower 2001 (nederlandstalig)	2005-07-01/2005-07-31	Europe	BELGIUM	BE	met enkele voorjaardssoorten: per. med. Hilde Stulens Kortessem, Beemd van Wintershoven en Enkelenberg	e6-28-41	IFBL 1km	50.85067	5.42694	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001100	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001100	00001100	Chris De Caluwé;Jan Janssens;René Marcelis	Streeplijst flower 2001 (nederlandstalig)	2008-07-01/2008-07-31	Europe	BELGIUM	BE	oude en vervallen serres Hoeilaart, Ijsevallei, Ten bos	e4-58-11	IFBL 1km	50.76548	4.48946	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001101	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001101	00001101	Rik Houthuys;Chris De Caluwé;Jan Janssens;Els Arnouts;Flor Dutranoit;Pierre Kestemont	Streeplijst flower 2001 (nederlandstalig)	2006-06-01/2006-06-30	Europe	BELGIUM	BE	Sint-Genesius-Rode (Vlaams-Brabant)	e4-56-31	IFBL 1km	50.74757	4.37606	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001102	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001102	00001102	Rik Houthuys;Chris De Caluwé;Mario Vanderstappen;Jan Janssens;Flor Dutranoit;Pierre Kestemont;René Marcelis;Jef Verkens;Marianne Mabille	Streeplijst flower 2001 (nederlandstalig)	2008-04-01/2008-04-30	Europe	BELGIUM	BE	Sint-Genesius-Rode, Zoniënbos, Bundersdreef en omgeving	e4-56-12	IFBL 1km	50.76554	4.39024	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001103	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001103	00001103	Jaques Mangelinckx;Jan Janssens;Flor Dutranoit;Renaud Bocquet;Pierre Kestemont;Jacques Boone;René Marcelis;Francine Nouls	Streeplijst flower 2001 (nederlandstalig)	2008-05-01/2008-05-31	Europe	BELGIUM	BE	Sint-Genesius-Rode, Carlierbosje	e4-55-43	IFBL 1km	50.73858	4.34773	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001104	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001104	00001104	Chris De Caluwé;Jan Janssens;Flor Dutranoit;René Marcelis;Jef Verkens;Francine Nouls	Streeplijst flower 2001 (nederlandstalig)	2008-07-01/2008-07-31	Europe	BELGIUM	BE	Alsemberg, Dorpscentrum, Vallei van de Molenbeek	e4-55-34	IFBL 1km	50.73857	4.33356	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001105	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001105	00001105	Rik Houthuys;Chris De Caluwé;Jan Janssens;Flor Dutranoit;Jef Verkens;Marianne Mabille;Francine Nouls	Streeplijst flower 2001 (nederlandstalig)	2008-05-01/2008-05-31	Europe	BELGIUM	BE	Linkebeek, omgeving Kleetbos, 't Halleken	e4-55-21	IFBL 1km	50.76554	4.34772	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001106	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001106	00001106	Rik Houthuys;Chris De Caluwé;Jan Janssens;Pierre Kestemont;René Marcelis;Jef Verkens	Streeplijst flower 2001 (nederlandstalig)	2005-04-01/2005-04-30	Europe	BELGIUM	BE	Ook stukje van e4-55-23 Linkebeek en Beersel - Alsemberg Kleetbos	e4-55-23	IFBL 1km	50.75655	4.34772	WGS84	1000	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001107	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001107	00001107	Chris De Caluwé;Jan Janssens;Pierre Kestemont;René Marcelis;Gerard Delporte;Marianne Mabille	Streeplijst flower 2001 (nederlandstalig)	2007-05-01/2007-05-31	Europe	BELGIUM	BE	Gooik - Oplombeek	e4-41-21	IFBL 1km	50.80125	4.12074	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001108	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001108	00001108	Rik Houthuys;Chris De Caluwé;Rita De Clippeleer;Lut Mertens;Jan Janssens;Pierre Kestemont;Jef Verkens;Marianne Mabille	Streeplijst flower 2001 (nederlandstalig)	2006-07-01/2006-07-31	Europe	BELGIUM	BE	Plas met drooggevallen oevers Brussel, Anderlecht, Vallei van de Vogelzangbeek (tussen steenweg Brussel - Bergen en kanaal Brussel - Charleroi)	e4-34-43	IFBL 1km	50.81047	4.29095	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001109	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001109	00001109	Rik Houthuys;Chris De Caluwé;Jan Janssens;Pierre Kestemont;Jef Verkens;Marianne Mabille;Francine Nouls	Streeplijst flower 2001 (nederlandstalig)	2008-09-01/2008-09-30	Europe	BELGIUM	BE	Beersel, Lot, Vallei van de Kesterbeek	e4-54-23	IFBL 1km	50.75653	4.29103	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001110	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001110	00001110	Rik Houthuys;Chris De Caluwé;Jan Janssens;Flor Dutranoit;Monik Ghyssels;René Marcelis;Jef Verkens;Marianne Mabille;Francine Nouls	Streeplijst flower 2001 (nederlandstalig)	2007-09-01/2007-09-30	Europe	BELGIUM	BE	Halle, historisch centrum	e4-53-43	IFBL 1km	50.73850	4.23440	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001111	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001111	00001111	Chris De Caluwé;Pierre Kestemont;René Marcelis;Jef Verkens	Streeplijst flower 2001 (nederlandstalig)	2005-05-01/2005-05-31	Europe	BELGIUM	BE	Ukkel, Verrewinkel	e4-45-44	IFBL 1km	50.77454	4.36189	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001112	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001112	00001112	Chris De Caluwé;Krista De Greef;Paul Nuyts;Jan Janssens;Pierre Kestemont	Streeplijst flower 2001 (nederlandstalig)	2005-08-01/2005-08-31	Europe	BELGIUM	BE	Ukkel, kerkhof Dieweg en nabije omgeving	e4-45-23	IFBL 1km	50.79251	4.34771	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001113	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001113	00001113	Louis Bertels;Rik Houthuys;Chris De Caluwé;Luc Allemeersch;Pierre Kestemont;Jef Verkens;Marianne Mabille;Francine Nouls	Streeplijst flower 2001 (nederlandstalig)	2008-09-01/2008-09-30	Europe	BELGIUM	BE	Ruisbroek (Sint-Pieters-Leeuw), Zennevallei, Vallei van de Oude Gracht en de Lakebeek	e4-44-42	IFBL 1km	50.78351	4.30517	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001114	Event	2010-02-23	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001114	00001114	Piet Coninkx;Nico Wysmantel;Eef Vervoort;Kasper Vanacker;Mia Schrooten;Daniël Dewit;M. Detolleneer;Erik Molenaar;Yolanda Decoster;Luc Vervoort;Geert Andries;Hubert Van Eiken;Emiel Wagemans	Streeplijst flower 1995	2008-09-27/2008-09-27	Europe	BELGIUM	BE	Leuven, Brusselse Poot en Kabouterberg	e5-13-43	IFBL 1km	50.88197	4.68871	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001115	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001115	00001115	Leo Van Herbruggen;Karel De Waele;René Maes;luc Mincke;Chris De Caluwé;Nico Wysmantel;Luc Allemeersch;Willy Herreman;Leo Andriessen; Nationale werkgroep botanie Natuurpunt;André Van Den Bergh;Jean De Prez;Cécile Nagels;Daniël Dewit;Anne Ronse;Roland Werbrouck;Hedwige Lecomte;Christiane Reniers;Annie Bracke	Streeplijst flower 1995	2008-10-01/2008-10-31	Europe	BELGIUM	BE	Mechelen, stadscentrum + Dijleoevers	d4-27-44	IFBL 1km	51.02619	4.47590	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001116	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001116	00001116	Leo Van Herbruggen;Lucrèse Vannieuwerburgh;Danny Minnebo; Nationale werkgroep botanie Natuurpunt;André Van Den Bergh;Hugo Ruysseveldt;Roland Werbrouck;Christiane Breckpot;Christine Troch;Eveline Verboven;Hedwige Lecomte	Streeplijst flower 1995	2008-06-01/2008-06-30	Europe	BELGIUM	BE	Moerbrugge (West-Vlaanderen)	c2-42-21	IFBL 1km	51.15590	3.26121	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001117	Event	2010-03-24	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001117	00001117	Piet Coninkx;Nico Wysmantel;Eef Vervoort;Kasper Vanacker;Mia Schrooten;Daniël Dewit;M. Detolleneer;Erik Molenaar;Yolanda Decoster;Luc Vervoort;Geert Andries;Hubert Van Eiken;Emiel Wagemans	Streeplijst flower 1995	2008-09-27/2008-09-27	Europe	BELGIUM	BE	Omgeving Abdij Keizersberg Leuven, Kareelveld en Wijnpers	e5-13-41	IFBL 1km	50.89096	4.68877	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001118	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001118	00001118	Wim Massant;Piet Coninkx;Nico Wysmantel;Mia Schrooten;Erik Molenaar	Streeplijst flower 1995	2008-04-05/2008-04-05	Europe	BELGIUM	BE	Mechelen, N-zijde Vrijboekpark, villawijk + Vaartoever	d4-27-43	IFBL 1km	51.02620	4.46164	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001119	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001119	00001119	Danny Minnebo;Laurent Annaert;Gilbert Tolleneer;Paul Van den Bremt;Christine Troch;Walter Tolleneer	Streeplijst flower 1995	2008-06-01/2008-06-30	Europe	BELGIUM	BE	deel op Vlaams-Brabant Bever: Ruisseau d'Arenberg	f3-15-23	IFBL 1km	50.71965	3.89459	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001120	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001120	00001120	Bert Berten;Koen Van Kerrebroeck	Streeplijst Limburg mod. 1973	1985-09-01/1985-09-30	Europe	BELGIUM	BE	Bos, beekrand	d6-27-33	IFBL 1km	51.02218	5.34532	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001121	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001121	00001121	Leo Andriessen	Streeplijst Limburg mod. 1973	1979-11-01/1979-11-30	Europe	BELGIUM	BE	Molem	d6-34-42	IFBL 1km	50.99621	5.21656	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001122	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001122	00001122	Landewald Janssen	Streeplijst Limburg mod. 1973	1979-01-01/1979-12-31	Europe	BELGIUM	BE	Heusden-Zolder, Vooral Helzoldomgeving	d6-26-23	IFBL 1km	51.04039	5.31718	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001123	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001123	00001123	Plantenwerkgroep Markvallei Hoogstraten	Streeplijst flower 2001 (nederlandstalig)	2005-06-01/2005-06-30	Europe	BELGIUM	BE	Groot Eyssel	a5-54-22	IFBL 1km	51.48399	4.76490	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
INBO:FLORA:00001124	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00001124	00001124	Karel De Waele; Nationale werkgroep botanie Natuurpunt	Streeplijst flower 1995	2009-04-01/2009-04-30	Europe	BELGIUM	BE	Ronse: hok ten Z van hof ter Guchten	e3-51-33	IFBL 1km	50.73633	3.63944	WGS84	700	Acer platanoides	Plantae	Species	L.	ICBN
