x,y
630,0.333333333
631,0.666666667
632,0.333333333
633,1
634,0.666666667
635,0.666666667
636,0.666666667
637,1.666666667
638,2
639,1.333333333
640,0.666666667
641,0.666666667
642,1
643,1
644,0.666666667
645,0.333333333
646,0.333333333
647,1.333333333
648,0.666666667
649,0.333333333
650,0.666666667
651,0.666666667
652,0.333333333
653,1
654,0.666666667
655,0.333333333
656,0.666666667
657,1.333333333
658,2.333333333
659,1.666666667
660,2.666666667
661,1
662,1
663,0.333333333
664,0.666666667
665,0.333333333
666,1
667,0.666666667
668,0.333333333
669,0.333333333
670,1
671,0.333333333
672,1.666666667
673,0.333333333
674,1
675,1.333333333
676,0.333333333
677,0.333333333
678,0.666666667
679,1.666666667
680,5
681,1.333333333
682,0.333333333
683,1
684,2.333333333
685,0.333333333
686,0.666666667
687,0.666666667
688,1
689,0.666666667
690,1.666666667
691,1.333333333
692,1.333333333
693,0.666666667
694,1.666666667
695,0.666666667
696,0.333333333
697,1
698,0.666666667
699,2.333333333
700,1
701,1.333333333
702,1
703,0.666666667
704,0.333333333
705,2.666666667
706,2.333333333
707,2
708,0.666666667
709,0.333333333
710,2
711,1
712,0.333333333
713,0.666666667
714,0.666666667
715,3
716,2.333333333
717,0.666666667
718,1.666666667
719,3.666666667
720,1.666666667
721,1
722,1.333333333
723,1.666666667
724,2
725,1.666666667
726,0.333333333
727,0.333333333
728,1.666666667
729,0.333333333
730,0.333333333
731,0.333333333
732,0.333333333
733,0.333333333
734,0.333333333
735,1
736,0.333333333
737,0.333333333
738,0.666666667
739,0.333333333
740,1
741,1
742,1
743,0.333333333
744,0.666666667
745,1.666666667
746,1
747,0.666666667
748,0.333333333
749,1.666666667
750,0.333333333
751,0.666666667
752,0.333333333
753,0.333333333
754,0.666666667
755,0.333333333
756,1
757,0.333333333
758,0.333333333
759,0.333333333
760,1
761,0.333333333
762,0.333333333
763,1
764,3.333333333
765,1
766,0.333333333
767,1
768,1.666666667
769,0.333333333
770,1
771,0.666666667
772,2.333333333
773,0.333333333
774,1.666666667
775,1.666666667
776,1
777,0.333333333
778,0.666666667
779,1
780,0.333333333
781,1
782,0.333333333
783,1.666666667
784,1
785,2.666666667
786,0.333333333
787,1
788,0.666666667
789,0.333333333
790,0.666666667
791,2
792,1.666666667
793,1
794,1
795,1.666666667
796,0.666666667
797,0.666666667
798,1.333333333
799,0.666666667
800,0.333333333
801,0.666666667
802,1.666666667
803,0.666666667
804,0.333333333
805,1
806,1.666666667
807,0.666666667
808,0.333333333
809,1
810,1
811,0.666666667
812,0.666666667
813,0.333333333
814,0.666666667
815,0.333333333
816,0.333333333
817,0.666666667
818,0.333333333
819,0.666666667
820,0.666666667
821,1.333333333
822,1.333333333
823,1.333333333
824,0.666666667
825,0.666666667
826,0.666666667
827,1
828,0.666666667
829,0.333333333
830,1
831,1
832,1
833,0.333333333
834,1
835,1
836,1
837,0.666666667
838,0.333333333
839,0.333333333
840,0.333333333
841,0.333333333
842,0.333333333
843,0.333333333
844,0.666666667
845,0.333333333
846,0.333333333
847,1
848,0.666666667
849,1.666666667
850,2.333333333
851,0.333333333
852,0.333333333
853,2.333333333
854,1.333333333
855,0.666666667
856,1
857,0.666666667
858,1
859,0.666666667
860,0.333333333
861,0.333333333
862,0.333333333
863,0.666666667
864,1
865,0.333333333
866,0.666666667
867,0.666666667
868,0.333333333
869,0.333333333
870,0.666666667
871,2.333333333
872,0.333333333
873,0.333333333
874,0.333333333
875,0.333333333
876,1.333333333
877,0.666666667
878,0.666666667
879,0.333333333
880,0.666666667
881,1
882,0.666666667
883,0.333333333
884,0.666666667
885,1.333333333
886,0.666666667
887,0.333333333
888,0.333333333
889,0.333333333
890,0.333333333
891,0.333333333
892,1.333333333
893,1
894,0.333333333
895,1.666666667
896,0.666666667
897,0.333333333
898,0.666666667
899,1
900,0.333333333
901,0.666666667
902,1
903,2
904,0.333333333
905,0.333333333
906,0.333333333
907,0.333333333
908,1
909,0.333333333
910,0.333333333
911,0.666666667
912,1.666666667
913,0.333333333
914,0.333333333
915,0.333333333
916,0.666666667
917,1
918,1
919,0.333333333
920,0.666666667
921,0.666666667
922,0.666666667
923,1.666666667
924,1
925,0.666666667
926,0.333333333
927,2
928,1.666666667
929,0.333333333
930,0.333333333
931,0.333333333
932,0.666666667
933,0.333333333
934,0.333333333
935,0.666666667
936,0.666666667
937,1.666666667
938,1
939,0.333333333
940,1
941,1
942,2
943,1
944,0.666666667
945,1.666666667
946,1.666666667
947,1.333333333
948,0.333333333
949,0.666666667
950,0.333333333
951,1.333333333
952,0.333333333
953,1
954,1.666666667
955,1.333333333
956,0.333333333
957,1
958,1
959,2
960,0.666666667
961,0.666666667
962,1.666666667
963,0.333333333
964,0.333333333
965,1.333333333
966,0.333333333
967,0.666666667
968,0.666666667
969,1.666666667
970,0.333333333
971,0.333333333
972,0.666666667
973,0.333333333
974,0.333333333
975,0.333333333
976,1
977,0.333333333
978,1
979,0.333333333
980,0.333333333
981,1
982,0.333333333
983,0.666666667
984,0.333333333
985,0.666666667
986,0.333333333
987,0.666666667
988,0.333333333
989,0.666666667
990,0.333333333
991,1.333333333
992,1
993,0.666666667
994,1.333333333
995,0.666666667
996,0.666666667
997,0.333333333
998,0.333333333
999,0.666666667
1000,1.333333333
1001,0.666666667
1002,0.333333333
1003,0.333333333
1004,0.666666667
1005,0.666666667
1006,0.333333333
1007,0.333333333
1008,1
1009,2
1010,1
1011,1.333333333
1012,0.666666667
1013,0.333333333
1014,1.333333333
1015,1
1016,1
1017,0.333333333
1018,0.333333333
1019,0.666666667
1020,1.333333333
1021,0.666666667
1022,1
1023,1
1024,0.666666667
1025,1.333333333
1026,0.333333333
1027,0.666666667
1028,1.333333333
1029,1.666666667
1030,0.666666667
1031,0.666666667
1032,0.333333333
1033,1.666666667
1034,1.333333333
1035,0.666666667
1036,0.333333333
1037,0.333333333
1038,2.666666667
1039,0.666666667
1040,0.333333333
1041,1.666666667
1042,1
1043,0.666666667
1044,0.333333333
1045,0.666666667
1046,0.333333333
1047,0.666666667
1048,0.666666667
1049,0.333333333
1050,2
1051,2.666666667
1052,0.666666667
1053,0.666666667
1054,0.333333333
1055,1
1056,1.666666667
1057,1
1058,1.333333333
1059,1.666666667
1060,0.666666667
1061,0.333333333
1062,0.666666667
1063,1.666666667
1064,0.666666667
1065,0.333333333
1066,1
1067,0.666666667
1068,0.666666667
1069,1
1070,2.333333333
1071,0.333333333
1072,0.666666667
1073,0.666666667
1074,0.666666667
1075,0.666666667
1076,1.666666667
1077,0.666666667
1078,1
1079,0.666666667
1080,1
1081,0.666666667
1082,0.666666667
1083,1
1084,0.666666667
1085,0.666666667
1086,1
1087,0.333333333
1088,3.333333333
1089,0.666666667
1090,0.333333333
1091,1
1092,1
1093,1.333333333
1094,0.333333333
1095,0.666666667
1096,0.666666667
1097,1
1098,0.333333333
1099,0.666666667
1100,1
1101,0.333333333
1102,0.666666667
1103,0.666666667
1104,1.333333333
1105,0.666666667
1106,0.333333333
1107,0.333333333
1108,0.666666667
1109,0.666666667
1110,1.333333333
1111,0.333333333
1112,0.666666667
1113,2.333333333
1114,1.333333333
1115,1.333333333
1116,0.333333333
1117,2.666666667
1118,0.666666667
1119,0.333333333
1120,0.333333333
1121,0.333333333
1122,0.333333333
1123,2
1124,3
1125,1
1126,1
1127,0.666666667
1128,1.333333333
1129,3
1130,1.333333333
1131,0.333333333
1132,1
1133,1
1134,0.333333333
1135,0.333333333
1136,1.333333333
1137,0.333333333
1138,0.333333333
1139,1.333333333
1140,1.333333333
1141,2
1142,1
1143,1
1144,0.333333333
1145,1
1146,1
1147,0.666666667
1148,1.333333333
1149,1.666666667
1150,2.333333333
1151,0.333333333
1152,1
1153,0.333333333
1154,0.333333333
1155,1
1156,0.666666667
1157,2
1158,2.333333333
1159,0.333333333
1160,0.333333333
1161,0.333333333
1162,1
1163,2
1164,2.333333333
1165,0.333333333
1166,1
1167,0.333333333
1168,0.666666667
1169,1
1170,0.333333333
1171,0.666666667
1172,2
1173,1
1174,0.666666667
1175,1.666666667
1176,2
1177,1
1178,0.333333333
1179,0.333333333
1180,0.333333333
1181,1.333333333
1182,0.666666667
1183,0.666666667
1184,0.333333333
1185,0.666666667
1186,1
1187,0.333333333
1188,1.333333333
1189,0.666666667
1190,0.333333333
1191,4.666666667
1192,3.666666667
1193,2
1194,1
1195,0.333333333
1196,3
1197,1
1198,1.333333333
1199,4.666666667
1200,1.666666667
1201,2.666666667
1202,0.666666667
1203,1.333333333
1204,1.333333333
1205,0.666666667
1206,1
1207,0.333333333
1208,1
1209,3.666666667
1210,0.333333333
1211,2.666666667
1212,1.666666667
1213,2
1214,0.666666667
1215,1
1216,2.333333333
1217,0.333333333
1218,0.666666667
1219,0.666666667
1220,2.333333333
1221,1.333333333
1222,1
1223,1.333333333
1224,1.333333333
1225,0.333333333
1226,2.333333333
1227,1
1228,1.666666667
1229,1
1230,0.333333333
1231,1.333333333
1232,0.666666667
1233,1
1234,0.666666667
1235,1.666666667
1236,0.666666667
1237,0.333333333
1238,1.333333333
1239,0.333333333
1240,0.333333333
1241,0.333333333
1242,0.333333333
1243,0.333333333
1244,1.333333333
1245,0.333333333
1246,0.333333333
1247,0.333333333
1248,0.333333333
1249,0.666666667
1250,1
1251,0.333333333
1252,0.333333333
1253,0.333333333
1254,1.333333333
1255,0.666666667
1256,1
1257,0.333333333
1258,0.333333333
1259,0.666666667
1260,0.333333333
1261,1
1262,1.666666667
1263,0.666666667
1264,1.666666667
1265,0.333333333
1266,0.333333333
1267,1.333333333
1268,2
1269,0.333333333
1270,0.333333333
1271,1
1272,0.666666667
1273,1
1274,1
1275,1
1276,0.666666667
1277,0.333333333
1278,0.666666667
1279,0.333333333
1280,0.666666667
1281,1.333333333
1282,2
1283,2.666666667
1284,2.333333333
1285,0.333333333
1286,0.666666667
1287,0.666666667
1288,0.666666667
1289,0.333333333
1290,1.333333333
1291,3
1292,5
1293,0.666666667
1294,0.333333333
1295,1
1296,1.333333333
1297,1.666666667
1298,2
1299,2
1300,0.666666667
1301,0.333333333
1302,1.333333333
1303,2.666666667
1304,1.666666667
1305,0.333333333
1306,2
1307,2.333333333
1308,1.666666667
1309,1
1310,0.333333333
1311,2.666666667
1312,1
1313,1.333333333
1314,0.666666667
1315,0.666666667
1316,2
1317,1.666666667
1318,0.333333333
1319,0.333333333
1320,0.666666667
1321,1.333333333
1322,1
1323,1.333333333
1324,0.333333333
1325,1.666666667
1326,1.333333333
1327,1
1328,1
1329,0.333333333
1330,0.333333333
1331,1
1332,1.666666667
1333,2.333333333
1334,1.333333333
1335,1
1336,2.666666667
1337,2.333333333
1338,1.666666667
1339,0.333333333
1340,1
1341,1
1342,0.333333333
1343,2
1344,0.666666667
1345,2.333333333
1346,1.666666667
1347,0.666666667
1348,3.333333333
1349,2.333333333
1350,0.666666667
1351,1
1352,0.333333333
1353,0.666666667
1354,1.333333333
1355,1.333333333
1356,1
1357,0.666666667
1358,0.333333333
1359,0.333333333
1360,2
1361,1
1362,0.666666667
1363,0.666666667
1364,1.333333333
1365,1.333333333
1366,1.333333333
1367,1
1368,1.333333333
1369,2
1370,1.666666667
1371,0.333333333
1372,1.666666667
1373,0.666666667
1374,0.666666667
1375,1
1376,3.333333333
1377,1.333333333
1378,1
1379,1.333333333
1380,1
1381,0.666666667
1382,0.666666667
1383,0.333333333
1384,1
1385,0.333333333
1386,0.333333333
1387,1
1388,0.666666667
1389,1
1390,1
1391,2
1392,1.666666667
1393,1
1394,0.666666667
1395,1
1396,1.666666667
1397,0.333333333
1398,0.666666667
1399,0.666666667
1400,0.333333333
1401,1.666666667
1402,2.333333333
1403,0.666666667
1404,2.333333333
1405,1.333333333
1406,0.333333333
1407,1.333333333
1408,0.333333333
1409,1.333333333
1410,0.666666667
1411,2
1412,0.333333333
1413,0.666666667
1414,1.333333333
1415,4
1416,4.333333333
1417,0.333333333
1418,0.333333333
1419,2
1420,1.333333333
1421,0.333333333
1422,2.333333333
1423,0.666666667
1424,1
1425,0.666666667
1426,2
1427,0.666666667
1428,0.333333333
1429,1.333333333
1430,1.333333333
1431,1.333333333
1432,1
1433,0.333333333
1434,2.333333333
1435,2.666666667
1436,2.666666667
1437,1
1438,1.333333333
1439,1.333333333
1440,1
1441,0.333333333
1442,2.333333333
1443,0.333333333
1444,1
1445,1
1446,0.666666667
1447,2
1448,1
1449,2.333333333
1450,0.333333333
1451,0.666666667
1452,1.333333333
1453,2
1454,1
1455,0.333333333
1456,2.333333333
1457,0.333333333
1458,1
1459,1
1460,2.333333333
1461,1
1462,0.333333333
1463,4.333333333
1464,0.666666667
1465,1.333333333
1466,1.333333333
1467,1
1468,2
1469,2.666666667
1470,0.666666667
1471,3
1472,1.666666667
1473,0.666666667
1474,0.333333333
1475,0.666666667
1476,1
1477,2
1478,2.666666667
1479,2.666666667
1480,0.666666667
1481,1.666666667
1482,1.666666667
1483,0.333333333
1484,2
1485,0.333333333
1486,1.333333333
1487,0.666666667
1488,3
1489,3.666666667
1490,1
1491,0.666666667
1492,1.666666667
1493,1.333333333
1494,2.333333333
1495,2.333333333
1496,1.333333333
1497,1.333333333
1498,2
1499,4.333333333
1500,2.666666667
1501,3
1502,2.333333333
1503,2.333333333
1504,1
1505,2.333333333
1506,1.666666667
1507,3
1508,0.333333333
1509,1
1510,0.333333333
1511,1.333333333
1512,1.666666667
1513,1.333333333
1514,1.666666667
1515,3
1516,0.333333333
1517,1
1518,2.333333333
1519,1.666666667
1520,2
1521,2
1522,1
1523,0.333333333
1524,1.666666667
1525,1.333333333
1526,3.666666667
1527,1.333333333
1528,1
1529,3.666666667
1530,2.666666667
1531,0.666666667
1532,3
1533,0.666666667
1534,1.333333333
1535,0.333333333
1536,1.666666667
1537,1
1538,0.333333333
1539,0.666666667
1540,0.333333333
1541,0.666666667
1542,3
1543,1
1544,0.333333333
1545,0.666666667
1546,1.333333333
1547,4
1548,1
1549,0.333333333
1550,0.666666667
1551,0.666666667
1552,0.333333333
1553,2.666666667
1554,1.333333333
1555,1
1556,0.333333333
1557,0.333333333
1558,1
1559,2
1560,1
1561,0.333333333
1562,2
1563,0.333333333
1564,1
1565,0.666666667
1566,4.333333333
1567,1.333333333
1568,4
1569,2
1570,2
1571,2
1572,3
1573,2
1574,2
1575,0.666666667
1576,2.333333333
1577,1.333333333
1578,0.666666667
1579,0.666666667
1580,1.666666667
1581,1.333333333
1582,2.666666667
1583,3
1584,2.333333333
1585,3
1586,2.666666667
1587,0.333333333
1588,2.666666667
1589,1.333333333
1590,3.333333333
1591,2.333333333
1592,2.333333333
1593,1.666666667
1594,0.333333333
1595,1
1596,1.333333333
1597,2
1598,2.666666667
1599,3.666666667
1600,2.333333333
1601,0.666666667
1602,0.333333333
1603,2
1604,2
1605,3
1606,3.333333333
1607,3.333333333
1608,0.333333333
1609,1.333333333
1610,3.666666667
1611,4.333333333
1612,3.666666667
1613,1.333333333
1614,2.333333333
1615,3.333333333
1616,2.666666667
1617,0.666666667
1618,2.333333333
1619,2.333333333
1620,0.666666667
1621,1.333333333
1622,0.333333333
1623,3.333333333
1624,2
1625,0.333333333
1626,0.333333333
1627,1.333333333
1628,2
1629,1.666666667
1630,2.666666667
1631,1.666666667
1632,0.333333333
1633,0.666666667
1634,5.333333333
1635,2
1636,2.333333333
1637,1.666666667
1638,2.666666667
1639,0.333333333
1640,1.666666667
1641,1.333333333
1642,2.333333333
1643,2.666666667
1644,3
1645,2
1646,1
1647,1.333333333
1648,2.666666667
1649,3
1650,1.666666667
1651,1.333333333
1652,1.666666667
1653,5
1654,2
1655,2
1656,1.333333333
1657,1
1658,3.333333333
1659,4
1660,2.333333333
1661,1.666666667
1662,2.666666667
1663,0.333333333
1664,1
1665,2
1666,3.333333333
1667,3.333333333
1668,3
1669,1.333333333
1670,0.333333333
1671,0.666666667
1672,2.333333333
1673,2
1674,0.333333333
1675,1.333333333
1676,0.333333333
1677,2.666666667
1678,1.333333333
1679,3
1680,1.333333333
1681,1.333333333
1682,1
1683,3.666666667
1684,3
1685,1.333333333
1686,1.666666667
1687,2
1688,2.666666667
1689,2.333333333
1690,1
1691,1.333333333
1692,0.333333333
1693,0.333333333
1694,1
1695,2.333333333
1696,3
1697,2
1698,1.666666667
1699,1.666666667
1700,1
1701,1.333333333
1702,2.333333333
1703,1.666666667
1704,3
1705,1.666666667
1706,1.666666667
1707,2
1708,4
1709,2.333333333
1710,2.666666667
1711,0.333333333
1712,2
1713,2.333333333
1714,2.666666667
1715,2.666666667
1716,2
1717,1.333333333
1718,0.333333333
1719,1.666666667
1720,1
1721,1.333333333
1722,0.333333333
1723,0.333333333
1724,0.666666667
1725,3.333333333
1726,1.666666667
1727,1.666666667
1728,2.666666667
1729,1.666666667
1730,0.333333333
1731,2
1732,2.666666667
1733,2.666666667
1734,3
1735,1
1736,2.333333333
1737,0.333333333
1738,1.333333333
1739,4.666666667
1740,4.666666667
1741,2
1742,1.333333333
1743,1.666666667
1744,0.666666667
1745,1
1746,2
1747,1.666666667
1748,1.666666667
1749,2
1750,0.666666667
1751,1
1752,1.333333333
1753,1.333333333
1754,3.666666667
1755,2.333333333
1756,1
1757,1
1758,2
1759,1.333333333
1760,2
1761,1
1762,0.333333333
1763,0.333333333
1764,0.333333333
1765,2.333333333
1766,3.666666667
1767,0.666666667
1768,1
1769,2.666666667
1770,1
1771,1.333333333
1772,1.666666667
1773,3.333333333
1774,2.333333333
1775,0.333333333
1776,1
1777,2
1778,1
1779,2
1780,0.333333333
1781,1.666666667
1782,0.333333333
1783,1.25
1784,1
1785,1
1786,2.5
1787,1.25
1788,1
1789,2.75
1790,1.5
1791,2.5
1792,2.25
1793,4
1794,1
1795,0.5
1796,1.25
1797,1.75
1798,0.5
1799,1
1800,2
1801,0.75
1802,1.75
1803,1.25
1804,3.5
1805,1.75
1806,3.25
1807,0.25
1808,1.5
1809,2
1810,2
1811,1.5
1812,1.75
1813,0.5
1814,2.25
1815,3.75
1816,2.5
1817,2
1818,1.5
1819,1
1820,1.25
1821,1.5
1822,3
1823,0.75
1824,1.75
1825,1
1826,2.5
1827,1.25
1828,1
1829,2.5
1830,1.5
1831,0.75
1832,1.75
1833,2
1834,2
1835,0.75
1836,0.75
1837,0.4
1838,0.2
1839,1
1840,1.2
1841,1.2
1842,1
1843,1
1844,0.6
1845,0.6
1846,1.2
1847,1
1848,1
1849,0.6
1850,0.2
1851,0.8
1852,0.6
1853,0.8
1854,0.2
1855,0.2
1856,0.2
1857,0.8
1858,1.6
1859,1.2
1860,0.4
1861,2
1862,0.6
1863,0.2
1864,0.2
1865,0.6
1866,1.2
1867,2.4
1868,0.8
1869,0.4
1870,1.6
1871,0.6
1872,1.4
1873,2
1874,3.2
1875,0.4
1876,1.6
1877,2.2
1878,2
1879,1.4
1880,2.2
1881,0.2
1882,1
1883,1.2
1884,1
1885,1.2
1886,1.2
1887,1.2
1888,0.2
1889,0.8
1890,1.2
1891,1.8
1892,2.2
1893,2.4
1894,1.8
1895,0.8
1896,1.2
1897,1.8
1898,2.6
1899,6.2
1900,2.2
1901,1.4
1902,1.8
1903,2.2
1904,3
1905,3.8
1906,1.4
1907,1.8
1908,0.4
1909,3.6
1910,2.6
1911,1.4
1912,2.2
1913,1
1914,2
1915,0.6
1916,1.6
1917,2.2
1918,3.2
1919,1.2
1920,0.8
1921,0.2
1922,0.4
1923,0.8
1924,2
1925,3.4
1926,3.2
1927,1.6
1928,0.6
1929,2.2
1930,1.8
1931,2
1932,1.2
1933,1
1934,0.2
1935,1
1936,0.2
1937,2
1938,1.4
1939,1
1940,1
1941,0.2
1942,1.4
