x,y
1943,1.4
1944,2.2
1945,0.8
1946,2
1947,3
1948,0.6
1949,0.6
1950,3
1951,0.5
1952,3
1953,0.5
1954,0.166666667
1955,3.166666667
1956,0.833333333
1957,1.5
1958,2.333333333
1959,1.166666667
1960,0.833333333
1961,0.666666667
1962,1.833333333
1963,0.833333333
1964,1
1965,1.333333333
1966,0.166666667
1967,0.666666667
1968,1.333333333
1969,1.333333333
1970,0.833333333
1971,1.666666667
1972,1
1973,0.833333333
1974,1.166666667
1975,1
1976,1.333333333
1977,1.333333333
1978,1.333333333
1979,0.166666667
1980,0.666666667
1981,2
1982,2.333333333
1983,4
1984,1.5
1985,1.333333333
1986,0.5
1987,1.166666667
1988,1.666666667
1989,1.166666667
1990,2.333333333
1991,0.833333333
1992,1
1993,0.166666667
1994,0.666666667
1995,2.333333333
1996,1
1997,1.5
1998,1.833333333
1999,0.166666667
2000,0.333333333
2001,0.166666667
2002,0.833333333
2003,0.5
2004,0.333333333
2005,0.166666667
2006,0.5
2007,0.333333333
2008,0.333333333
2009,0.666666667
2010,1.166666667
2011,2
2012,1.666666667
2013,1.166666667
2014,3
2015,1.333333333
2016,0.5
2017,0.333333333
2018,1
2019,2
2020,2
2021,0.833333333
2022,0.833333333
2023,0.333333333
2024,0.333333333
2025,5.166666667
2026,3.5
2027,2
2028,1.666666667
2029,1.666666667
2030,1.333333333
2031,1.833333333
2032,0.5
2033,0.666666667
2034,1.833333333
2035,1.166666667
2036,0.5
2037,0.5
2038,1.5
2039,0.666666667
2040,2.5
2041,1.5
2042,0.166666667
2043,1.166666667
2044,0.833333333
2045,0.833333333
2046,3
2047,1
2048,1.166666667
2049,1.833333333
2050,0.666666667
2051,1.666666667
2052,1
2053,0.5
2054,0.833333333
2055,0.833333333
2056,1
2057,2
2058,0.666666667
2059,0.833333333
2060,1
2061,0.833333333
2062,0.833333333
2063,1.333333333
2064,1
2065,1
2066,2
2067,1.166666667
2068,0.833333333
2069,3.166666667
2070,2
2071,0.5
2072,0.833333333
2073,3.666666667
2074,0.666666667
2075,1.833333333
2076,1
2077,2
2078,0.166666667
2079,0.166666667
2080,0.5
2081,2
2082,1.5
2083,2.5
2084,2.166666667
2085,1.666666667
2086,0.166666667
2087,0.833333333
2088,0.5
2089,1.333333333
2090,2.333333333
2091,0.333333333
2092,0.333333333
2093,2
2094,1.333333333
2095,2.666666667
2096,0.5
2097,1.833333333
2098,0.5
2099,1.166666667
2100,1.5
2101,1
2102,1.166666667
2103,0.666666667
2104,0.5
2105,0.666666667
2106,0.5
2107,1
2108,1.666666667
2109,0.666666667
2110,0.166666667
2111,1.5
2112,1.5
2113,0.833333333
2114,1
2115,0.833333333
2116,0.666666667
2117,0.333333333
2118,0.666666667
2119,0.166666667
2120,0.666666667
2121,1.833333333
2122,1.666666667
2123,0.5
2124,0.666666667
2125,1
2126,0.666666667
2127,0.166666667
2128,0.333333333
2129,1.666666667
2130,1.5
2131,0.666666667
2132,1.166666667
2133,0.666666667
2134,0.333333333
2135,0.333333333
2136,1
2137,0.5
2138,1
2139,0.333333333
2140,0.833333333
2141,0.833333333
2142,1
2143,1.333333333
2144,1.666666667
2145,0.5
2146,0.166666667
2147,0.166666667
2148,1.166666667
2149,1
2150,1.333333333
2151,2.5
2152,1.333333333
2153,0.333333333
2154,1.166666667
2155,0.833333333
2156,1.5
2157,2.833333333
2158,1.333333333
2159,0.333333333
2160,0.166666667
2161,1.333333333
2162,1.333333333
2163,2.333333333
2164,0.5
2165,0.5
2166,0.5
2167,0.166666667
2168,1.166666667
2169,1
2170,1.166666667
2171,2.166666667
2172,1.333333333
2173,0.666666667
2174,0.5
2175,1.166666667
2176,0.833333333
2177,0.833333333
2178,0.166666667
2179,0.166666667
2180,0.166666667
2181,0.5
2182,1.833333333
2183,0.166666667
2184,0.666666667
2185,0.333333333
2186,0.166666667
2187,0.166666667
2188,1
2189,0.333333333
2190,0.5
2191,0.333333333
2192,0.166666667
2193,0.833333333
2194,0.333333333
2195,1.166666667
2196,0.5
2197,1
2198,0.166666667
2199,0.5
2200,1.333333333
2201,0.5
2202,1.666666667
2203,2
2204,0.666666667
2205,0.666666667
2206,1
2207,0.5
2208,1.333333333
2209,0.166666667
2210,0.666666667
2211,0.166666667
2212,0.166666667
2213,0.333333333
2214,1.333333333
2215,1.5
2216,0.666666667
2217,0.166666667
2218,0.5
2219,0.5
2220,1.666666667
2221,0.666666667
2222,1
2223,0.5
2224,4.333333333
2225,1.333333333
2226,5.166666667
2227,1.666666667
2228,1.333333333
2229,0.166666667
2230,0.333333333
2231,6.166666667
2232,1.666666667
2233,1.5
2234,1.666666667
2235,1
2236,1.166666667
2237,4.166666667
2238,1.166666667
2239,1.333333333
2240,0.166666667
2241,0.666666667
2242,1.5
2243,1.333333333
2244,1.833333333
2245,0.5
2246,1.5
2247,1.333333333
2248,0.333333333
2249,4.166666667
2250,3.166666667
2251,3.166666667
2252,3
2253,2.833333333
2254,1.833333333
2255,0.5
2256,3
2257,2.833333333
2258,2
2259,2.833333333
2260,1.833333333
2261,1.5
2262,0.5
2263,4
2264,2.166666667
2265,3.5
2266,4.5
2267,1.5
2268,1.5
2269,0.333333333
2270,2
2271,1.5
2272,2
2273,2.5
2274,1.5
2275,0.666666667
2276,0.166666667
2277,1.5
2278,2.5
2279,3.333333333
2280,3.166666667
2281,2.666666667
2282,0.166666667
2283,0.333333333
2284,2.666666667
2285,1.5
2286,2.166666667
2287,3.333333333
2288,3
2289,0.5
2290,0.166666667
2291,0.166666667
2292,0.666666667
2293,0.333333333
2294,1.833333333
2295,1.833333333
2296,0.833333333
2297,0.166666667
2298,2
2299,1.666666667
2300,2.333333333
2301,2.5
2302,3.833333333
2303,2.833333333
2304,1.333333333
2305,1.5
2306,2.166666667
2307,3.333333333
2308,2.833333333
2309,2.666666667
2310,2.166666667
2311,0.166666667
2312,0.833333333
2313,1.666666667
2314,2
2315,3.333333333
2316,3
2317,0.666666667
2318,0.833333333
2319,1.5
2320,2.666666667
2321,2.333333333
2322,2.333333333
2323,2.666666667
2324,1.833333333
2325,1.666666667
2326,2.333333333
2327,2
2328,1
2329,3
2330,1.333333333
2331,1.5
2332,0.333333333
2333,1.333333333
2334,1.666666667
2335,0.833333333
2336,0.166666667
2337,0.5
2338,1.166666667
2339,0.833333333
2340,2.333333333
2341,0.5
2342,1.166666667
2343,0.5
2344,1
2345,1.833333333
2346,2.666666667
2347,3.166666667
2348,0.666666667
2349,1.5
2350,0.333333333
2351,1.5
2352,1.166666667
2353,1.833333333
2354,2
2355,2
2356,0.5
2357,0.5
2358,3.166666667
2359,1.833333333
2360,2.666666667
2361,2.666666667
2362,1.166666667
2363,0.333333333
2364,0.166666667
2365,1
2366,2.833333333
2367,2.166666667
2368,3.666666667
2369,1.666666667
2370,0.333333333
2371,0.666666667
2372,1.5
2373,1
2374,2.333333333
2375,1.333333333
2376,1.5
2377,0.5
2378,0.666666667
2379,1
2380,3.166666667
2381,1.833333333
2382,2.666666667
2383,1.333333333
2384,1.333333333
2385,1.833333333
2386,1.666666667
2387,3
2388,2.166666667
2389,4.5
2390,0.5
2391,2.166666667
2392,1.666666667
2393,1.666666667
2394,0.833333333
2395,1.333333333
2396,1.333333333
2397,0.833333333
2398,1.166666667
2399,3
2400,0.666666667
2401,3.666666667
2402,3.333333333
2403,1.833333333
2404,0.166666667
2405,2.166666667
2406,2.833333333
2407,1.166666667
2408,2
2409,3.333333333
2410,2
2411,0.333333333
2412,1
2413,1.666666667
2414,1.5
2415,2.666666667
2416,2.166666667
2417,1.333333333
2418,0.5
2419,1
2420,3
2421,3.5
2422,2.666666667
2423,2.5
2424,1.166666667
2425,1.833333333
2426,1.333333333
2427,1.833333333
2428,3.166666667
2429,2.333333333
2430,1.5
2431,0.166666667
2432,3
2433,0.666666667
2434,4.166666667
2435,1.166666667
2436,0.833333333
2437,0.166666667
2438,0.333333333
2439,2.166666667
2440,0.833333333
2441,1.666666667
2442,0.166666667
2443,0.5
2444,0.666666667
2445,1
2446,2.333333333
2447,1.666666667
2448,2.166666667
2449,0.666666667
2450,0.5
2451,1
2452,1.166666667
2453,2.333333333
2454,3.166666667
2455,0.5
2456,2.5
2457,1.166666667
2458,4
2459,2
2460,1.5
2461,3.5
2462,1.666666667
2463,1.666666667
2464,0.166666667
2465,1.333333333
2466,2
2467,2.333333333
2468,2.833333333
2469,1.666666667
2470,0.5
2471,0.333333333
2472,0.5
2473,1.166666667
2474,2.666666667
2475,0.166666667
2476,1
2477,1.833333333
2478,0.5
2479,1.166666667
2480,1.333333333
2481,2.333333333
2482,1.666666667
2483,2.333333333
2484,1.5
2485,0.166666667
2486,0.333333333
2487,1.5
2488,1
2489,3.5
2490,2.333333333
2491,1.333333333
2492,2.666666667
2493,1.333333333
2494,2.666666667
2495,2.166666667
2496,1.833333333
2497,3
2498,0.833333333
2499,1.166666667
2500,1.833333333
2501,2.5
2502,2.166666667
2503,0.5
2504,0.666666667
2505,0.333333333
2506,1.5
2507,2
2508,2.166666667
2509,2.333333333
2510,1.833333333
2511,1.5
2512,1.166666667
2513,1.5
2514,0.5
2515,2
2516,1.5
2517,0.333333333
2518,0.166666667
2519,1
2520,0.5
2521,2.166666667
2522,2.333333333
2523,1.833333333
2524,0.333333333
2525,0.666666667
2526,1.166666667
2527,0.333333333
2528,1.833333333
2529,0.833333333
2530,0.5
2531,0.166666667
2532,0.833333333
2533,0.5
2534,0.5
2535,0.666666667
2536,0.333333333
2537,0.333333333
2538,1
2539,1.5
2540,0.5
2541,1
2542,0.333333333
2543,0.333333333
2544,1.666666667
2545,1.166666667
2546,0.666666667
2547,0.166666667
2548,0.333333333
2549,1.5
2550,0.5
2551,1.833333333
2552,1.833333333
2553,0.166666667
2554,0.666666667
2555,0.666666667
2556,1.5
2557,1.5
2558,2.166666667
2559,0.166666667
2560,1.166666667
2561,2
2562,0.833333333
2563,0.666666667
2564,0.666666667
2565,1.166666667
2566,0.666666667
2567,0.833333333
2568,3
2569,3.5
2570,1.833333333
2571,0.833333333
2572,1.166666667
2573,1.333333333
2574,0.666666667
2575,1.666666667
2576,2.833333333
2577,1.166666667
2578,0.833333333
2579,2.166666667
2580,2
2581,2
2582,2.333333333
2583,2.5
2584,1
2585,0.166666667
2586,0.666666667
2587,2.166666667
2588,1.666666667
2589,1.5
2590,1.333333333
2591,1.166666667
2592,0.333333333
2593,1.166666667
2594,2
2595,3
2596,2.5
2597,1
2598,1.166666667
2599,0.666666667
2600,2.166666667
2601,2.833333333
2602,1.5
2603,2.833333333
2604,1.833333333
2605,1.5
2606,0.333333333
2607,1.333333333
2608,4.833333333
2609,2.5
2610,1.166666667
2611,0.5
2612,1.166666667
2613,0.166666667
2614,1
2615,1
2616,1.5
2617,0.833333333
2618,2.166666667
2619,0.833333333
2620,0.833333333
2621,1
2622,1.5
2623,1.5
2624,0.666666667
2625,1.166666667
2626,0.333333333
2627,0.833333333
2628,1.833333333
2629,2.5
2630,2.666666667
2631,1.666666667
2632,0.333333333
2633,0.166666667
2634,1.333333333
2635,1.833333333
2636,0.333333333
2637,1.5
2638,2
2639,1.166666667
2640,0.5
2641,1.333333333
2642,0.666666667
2643,1.333333333
2644,1.333333333
2645,0.5
2646,1.833333333
2647,1.333333333
2648,2.333333333
2649,1.166666667
2650,1.5
2651,0.5
2652,2.666666667
2653,1
2654,1
2655,1.666666667
2656,2
2657,0.833333333
2658,1.833333333
2659,2.5
2660,1.166666667
2661,2.666666667
2662,2.333333333
2663,0.666666667
2664,2.166666667
2665,3
2666,1.5
2667,1.166666667
2668,1
2669,1.333333333
2670,0.166666667
2671,0.166666667
2672,0.5
2673,0.166666667
2674,0.166666667
2675,0.333333333
2676,0.5
2677,0.333333333
2678,1.166666667
2679,1.666666667
2680,0.166666667
2681,1.333333333
2682,0.166666667
2683,1.333333333
2684,1.666666667
2685,1
2686,1.333333333
2687,3
2688,1.666666667
2689,0.833333333
2690,0.833333333
2691,1.833333333
2692,2.833333333
2693,3
2694,1.5
2695,0.833333333
2696,0.166666667
2697,1.833333333
2698,0.666666667
2699,1.833333333
2700,0.5
2701,0.833333333
2702,1.166666667
2703,2.5
2704,3.166666667
2705,2.5
2706,3
2707,1.333333333
2708,0.333333333
2709,1.5
2710,2.333333333
2711,2.833333333
2712,3.166666667
2713,4.833333333
2714,3
2715,1
2716,3.5
2717,2.666666667
2718,2.333333333
2719,3.166666667
2720,3.333333333
2721,3.166666667
2722,1.666666667
2723,1.5
2724,1.5
2725,2.166666667
2726,0.833333333
2727,1.166666667
2728,1.166666667
2729,0.333333333
2730,0.333333333
2731,1.166666667
2732,1.666666667
2733,2
2734,2
2735,1.666666667
2736,0.166666667
2737,2.5
2738,1.666666667
2739,1.666666667
2740,3.333333333
2741,1.833333333
2742,2.666666667
2743,0.5
2744,2
2745,1.333333333
2746,1.333333333
2747,0.5
2748,2
2749,0.833333333
2750,0.333333333
2751,1.666666667
2752,2.666666667
2753,3
2754,1.833333333
2755,0.666666667
2756,1.333333333
2757,0.833333333
2758,2.333333333
2759,2.666666667
2760,1.833333333
2761,4
2762,2.333333333
2763,2
2764,0.5
2765,1.333333333
2766,2.333333333
2767,1.333333333
2768,0.833333333
2769,1.166666667
2770,0.5
2771,0.166666667
2772,0.333333333
2773,0.666666667
2774,2.666666667
2775,3.833333333
2776,4
2777,2.333333333
2778,1.166666667
2779,1.833333333
2780,1.666666667
2781,1.666666667
2782,2
2783,2.666666667
2784,2.166666667
2785,0.333333333
2786,1.333333333
2787,2.166666667
2788,4.666666667
2789,2.333333333
2790,2.166666667
2791,1.166666667
2792,4.666666667
2793,4.5
2794,5.166666667
2795,3.333333333
2796,4.666666667
2797,1.333333333
2798,2.833333333
2799,2.666666667
2800,2
2801,3.666666667
2802,4.166666667
2803,5.666666667
2804,4.666666667
2805,2.666666667
2806,3.5
2807,4.333333333
2808,4
2809,1.333333333
2810,4.666666667
2811,3
2812,0.833333333
2813,2.166666667
2814,2
2815,3.666666667
2816,6.5
2817,3.833333333
2818,3.333333333
2819,0.666666667
2820,2.5
2821,2.666666667
2822,6.166666667
2823,3.666666667
2824,3.333333333
2825,2.833333333
2826,0.5
2827,3.166666667
2828,2.333333333
2829,1
2830,1.333333333
2831,2.333333333
2832,4.833333333
2833,0.333333333
2834,4.833333333
2835,2.166666667
2836,2.833333333
2837,3.333333333
2838,4
2839,5
2840,1.666666667
2841,3
2842,4.666666667
2843,4.833333333
2844,4.666666667
2845,3.833333333
2846,1
2847,0.833333333
2848,1.333333333
2849,3.166666667
2850,3.833333333
2851,2.666666667
2852,2.166666667
2853,1.5
2854,0.5
2855,1.833333333
2856,2.833333333
2857,3.666666667
2858,2
2859,3.333333333
2860,1.5
2861,1.333333333
2862,1.5
2863,0.833333333
2864,1.5
2865,3.833333333
2866,2.833333333
2867,2.166666667
2868,0.166666667
2869,1.166666667
2870,2.166666667
2871,1
2872,1
2873,1.166666667
2874,0.666666667
2875,0.333333333
2876,1
2877,1.666666667
2878,0.333333333
2879,0.666666667
2880,2.333333333
2881,1.5
2882,0.166666667
2883,0.666666667
2884,1.666666667
2885,1.166666667
2886,1.666666667
2887,0.833333333
2888,0.833333333
2889,0.5
2890,0.166666667
2891,0.666666667
2892,0.5
2893,2.5
2894,1.666666667
2895,0.833333333
2896,1.666666667
2897,1
2898,1.166666667
2899,1.5
2900,3.166666667
2901,0.833333333
2902,1.166666667
2903,1.666666667
2904,1.333333333
2905,0.666666667
2906,1.333333333
2907,1
2908,0.666666667
2909,1
2910,2
2911,1.166666667
2912,1.166666667
2913,0.666666667
2914,0.833333333
2915,1.666666667
2916,2
2917,1.5
2918,2.833333333
2919,1.833333333
2920,0.5
2921,0.333333333
2922,2.333333333
2923,2.333333333
2924,3.666666667
2925,2.333333333
2926,2
2927,2.333333333
2928,1.166666667
2929,1.666666667
2930,1.5
2931,1.833333333
2932,1.5
2933,1.666666667
2934,0.333333333
2935,0.166666667
2936,2.333333333
2937,1.166666667
2938,2.166666667
2939,1.666666667
2940,1.166666667
2941,1.166666667
2942,0.333333333
2943,1.333333333
2944,1.5
2945,4.5
2946,4.666666667
2947,2.166666667
2948,1
2949,0.5
2950,2.666666667
2951,1.666666667
2952,2.666666667
2953,1.5
2954,1
2955,1.333333333
2956,0.166666667
2957,1.166666667
2958,3.5
2959,0.833333333
2960,1.666666667
2961,1
2962,1.333333333
2963,0.833333333
2964,1.666666667
2965,1.333333333
2966,0.333333333
2967,1.5
2968,0.666666667
2969,1.833333333
2970,0.333333333
2971,1.166666667
2972,0.5
2973,1.5
2974,1.666666667
2975,1.5
2976,2.166666667
2977,0.333333333
2978,0.833333333
2979,1.5
2980,1.833333333
2981,2.166666667
2982,1
2983,1.166666667
2984,2.166666667
2985,4
2986,1.833333333
2987,0.333333333
2988,3
2989,1.333333333
2990,0.5
2991,2
2992,2.666666667
2993,2.333333333
2994,1.5
2995,2.166666667
2996,1.333333333
2997,1.666666667
2998,2.666666667
2999,2.833333333
3000,5.833333333
3001,2
3002,3.166666667
3003,3.333333333
3004,1
3005,3
3006,3.5
3007,3.833333333
3008,2.333333333
3009,1.833333333
3010,2
3011,1
3012,3
3013,2.333333333
3014,2.666666667
3015,3.666666667
3016,2
3017,0.833333333
3018,0.5
3019,3.833333333
3020,3.666666667
3021,5.666666667
3022,3.5
3023,3.833333333
3024,3.166666667
3025,1.166666667
3026,1.5
3027,1.166666667
3028,1.5
3029,3.833333333
3030,2.5
3031,0.333333333
3032,0.166666667
3033,0.5
3034,1.166666667
3035,1.333333333
3036,2.666666667
3037,0.5
3038,0.166666667
3039,1.333333333
3040,1.166666667
3041,1.833333333
3042,3.333333333
3043,1.166666667
3044,2.333333333
3045,0.166666667
3046,3.166666667
3047,3.666666667
3048,4
3049,4
3050,1.666666667
3051,1.833333333
3052,0.833333333
3053,2.166666667
3054,2.5
3055,2.166666667
3056,1.833333333
3057,1.666666667
3058,0.5
3059,0.166666667
3060,3.166666667
3061,1.666666667
3062,4.166666667
3063,2
3064,3.166666667
3065,1.833333333
3066,0.333333333
3067,1.833333333
3068,2.5
3069,2
3070,2.666666667
3071,1.833333333
3072,1.833333333
3073,1.666666667
3074,1
3075,1
3076,0.5
3077,1
3078,1
3079,1.166666667
3080,3.666666667
3081,2.666666667
3082,3.166666667
3083,1.666666667
3084,1.666666667
3085,1.666666667
3086,0.333333333
3087,0.666666667
3088,1.5
3089,1
3090,1.333333333
3091,0.833333333
3092,0.5
3093,0.666666667
3094,1
3095,1.666666667
3096,1.333333333
3097,1
3098,1.5
3099,2.333333333
3100,1
3101,0.833333333
3102,1
3103,2.5
3104,2
3105,1.5
3106,1.833333333
3107,0.666666667
3108,0.666666667
3109,1
3110,1.333333333
3111,0.833333333
3112,2.5
3113,1.166666667
3114,0.166666667
3115,0.333333333
3116,1.666666667
3117,3.333333333
3118,4.333333333
3119,3
3120,2
3121,1.166666667
3122,0.5
3123,1
3124,1.666666667
3125,2.5
3126,1.666666667
3127,1.833333333
3128,0.166666667
3129,0.666666667
3130,3
3131,2.5
3132,3.833333333
3133,3.333333333
3134,2.166666667
3135,0.333333333
3136,0.5
3137,2.166666667
3138,2.5
3139,3
3140,1.833333333
3141,1.166666667
3142,0.833333333
3143,1.666666667
3144,1.833333333
3145,2.166666667
3146,0.833333333
3147,1.666666667
3148,2
3149,0.166666667
3150,2.833333333
3151,2.166666667
3152,1.5
3153,2.166666667
3154,1.333333333
3155,0.666666667
3156,0.666666667
3157,2.166666667
3158,2
3159,1.666666667
3160,0.666666667
3161,1.166666667
3162,0.833333333
3163,2
3164,2.333333333
3165,1.666666667
3166,2.5
3167,6.5
3168,1.5
3169,0.833333333
3170,3.5
3171,3.333333333
3172,1.166666667
3173,0.833333333
3174,1.5
3175,1.333333333
3176,0.833333333
3177,1.333333333
3178,5.333333333
3179,1.5
3180,1.666666667
3181,2.666666667
3182,0.833333333
3183,1
3184,2.333333333
3185,2.666666667
3186,2.5
3187,1.666666667
3188,3.833333333
3189,1.333333333
3190,0.666666667
3191,2.666666667
3192,4.333333333
3193,3
3194,3.833333333
3195,3.833333333
3196,2.666666667
3197,0.166666667
3198,1.5
3199,1.833333333
3200,4.166666667
3201,5
3202,2.833333333
3203,2.166666667
3204,1.5
3205,2.5
3206,4.833333333
3207,4
3208,4.666666667
3209,4.5
3210,1.5
3211,0.5
3212,1.833333333
3213,2.833333333
3214,3
3215,1.666666667
3216,1.833333333
3217,1
3218,1
3219,1.333333333
3220,5.166666667
3221,4
3222,2.666666667
3223,1.5
3224,2.833333333
3225,0.833333333
3226,3.666666667
3227,7.833333333
3228,3.833333333
3229,3.666666667
3230,4
3231,2.5
3232,1
3233,4.666666667
3234,2.666666667
3235,2.833333333
3236,1.833333333
3237,3.5
3238,1.5
3239,0.166666667
3240,1.5
3241,1.833333333
3242,2.5
3243,1.833333333
3244,4
3245,2
3246,0.666666667
3247,1.5
3248,3.333333333
3249,5
3250,4
3251,5.5
3252,5.333333333
3253,1.666666667
3254,2
3255,5.666666667
3256,12
3257,5
3258,3.833333333
3259,2.5
3260,1.166666667
3261,0.5
3262,6.333333333
3263,3.833333333
3264,2.333333333
3265,3.5
3266,1.166666667
3267,0.166666667
3268,1.5
3269,2.333333333
3270,1.833333333
3271,2.666666667
3272,2.166666667
3273,1.666666667
3274,1.833333333
3275,1.333333333
3276,1.333333333
3277,1.833333333
3278,2.166666667
3279,5
3280,2.666666667
3281,0.666666667
3282,3.5
3283,4.166666667
3284,4.5
3285,4.5
3286,4
3287,4
3288,2.666666667
3289,3.666666667
3290,5
3291,3.333333333
3292,5
3293,2.5
3294,2.833333333
3295,0.5
3296,2.666666667
3297,7.333333333
3298,3
3299,3
3300,5.166666667
3301,2.166666667
3302,0.833333333
3303,2.333333333
3304,3.833333333
3305,3.333333333
3306,1.666666667
3307,4.5
3308,1.833333333
3309,1.5
3310,4
3311,5.166666667
3312,3.833333333
3313,3.5
3314,3
3315,3.5
3316,1.166666667
3317,3
3318,5.833333333
3319,4.666666667
3320,3
3321,2.5
3322,1.833333333
3323,1.333333333
3324,2.166666667
3325,3.166666667
3326,4.166666667
3327,4.666666667
3328,2.666666667
3329,2.166666667
3330,1.5
3331,4.5
3332,4
3333,5.333333333
3334,6.666666667
3335,3.5
3336,3.333333333
3337,0.666666667
3338,3.166666667
3339,3.166666667
3340,7
3341,6
3342,4.5
3343,3.333333333
3344,0.666666667
3345,4.666666667
3346,4.666666667
3347,3.166666667
3348,5.333333333
3349,3.166666667
3350,2.666666667
3351,1
3352,4.166666667
3353,5.166666667
3354,3
3355,4.833333333
3356,5.5
3357,2.333333333
3358,1.833333333
3359,2.5
3360,4
3361,5.333333333
3362,4
3363,7.166666667
3364,7.166666667
3365,3.166666667
3366,3.5
3367,4.5
3368,2
3369,5.166666667
3370,3.5
3371,3
3372,1.5
3373,2.333333333
3374,4.5
3375,3.333333333
3376,7.166666667
3377,5.5
3378,3.333333333
3379,0.666666667
3380,2.166666667
3381,5.166666667
3382,3.833333333
3383,4.833333333
3384,1.833333333
3385,1.166666667
3386,0.333333333
3387,3.5
3388,2.666666667
3389,3.833333333
3390,3.666666667
3391,1.833333333
3392,3.166666667
3393,0.333333333
3394,2
3395,2.666666667
3396,1.333333333
3397,2.833333333
3398,5.333333333
3399,5
3400,2
3401,3
3402,2.5
3403,2.166666667
3404,2.333333333
3405,3.666666667
3406,2.666666667
3407,0.5
3408,1.666666667
3409,2.166666667
3410,4.166666667
3411,4
3412,3.166666667
3413,3.666666667
3414,0.333333333
3415,3.666666667
3416,4
3417,3
3418,3
3419,2.333333333
3420,2
3421,0.166666667
3422,4.166666667
3423,5.333333333
3424,3.333333333
3425,1.166666667
3426,5.333333333
3427,7
3428,1.833333333
3429,6.166666667
3430,3.166666667
3431,2.166666667
3432,3
3433,3
3434,2.333333333
3435,1
3436,2.5
3437,2.666666667
3438,3.166666667
3439,4
3440,3.833333333
3441,2.833333333
3442,1
3443,3.5
3444,4.333333333
3445,8
3446,3
3447,4.166666667
3448,2.5
3449,1.333333333
3450,3
3451,5
3452,2.333333333
3453,2.666666667
3454,4.5
3455,2.333333333
3456,1.5
3457,3.833333333
3458,4.833333333
3459,3.333333333
3460,4.5
3461,6
3462,1.833333333
3463,1
3464,2.5
3465,4.333333333
3466,3.333333333
3467,2.833333333
3468,4.166666667
3469,4.333333333
3470,2.833333333
3471,4.5
3472,3.833333333
3473,2.166666667
3474,2.333333333
3475,3
3476,1.5
3477,1
3478,1.166666667
3479,2.833333333
3480,2.5
3481,2.666666667
3482,1.833333333
3483,1.5
3484,0.166666667
3485,1.166666667
3486,3.5
3487,2
3488,1.166666667
3489,4.5
3490,1.666666667
3491,0.166666667
3492,1
3493,1.666666667
3494,4.833333333
3495,3.5
3496,2
3497,1.666666667
3498,0.166666667
3499,0.833333333
3500,2.666666667
3501,3.333333333
3502,1.333333333
3503,3.5
3504,2.666666667
3505,0.666666667
3506,1.5
3507,4.833333333
3508,3.5
3509,2.333333333
3510,3.333333333
3511,2.5
3512,0.833333333
3513,3.166666667
3514,3.666666667
3515,2.333333333
3516,2.666666667
3517,4.166666667
3518,2
3519,2
3520,4.666666667
3521,1
3522,1.333333333
3523,2.833333333
3524,1.833333333
3525,1.833333333
3526,2.333333333
3527,4.5
3528,4.166666667
3529,2.333333333
3530,2.833333333
3531,6.166666667
3532,3.333333333
3533,0.666666667
3534,4
3535,6.5
3536,3.833333333
3537,2
3538,3.833333333
3539,3.666666667
3540,3.166666667
3541,4
3542,5.333333333
3543,2.666666667
3544,5
3545,5
3546,2.833333333
3547,1
3548,1.5
3549,3.666666667
3550,5.166666667
3551,4.333333333
3552,3.666666667
3553,2.833333333
3554,0.666666667
3555,2.666666667
3556,2.333333333
3557,6.666666667
3558,3.666666667
3559,3
3560,2
3561,2.666666667
3562,4.166666667
3563,3.833333333
3564,5
3565,6.166666667
3566,4.833333333
3567,2.666666667
3568,2.666666667
3569,5.333333333
3570,4.833333333
3571,3
3572,4.333333333
3573,4.333333333
3574,2.666666667
3575,0.666666667
3576,4.333333333
3577,6
3578,3.333333333
3579,7
3580,3.166666667
3581,1.333333333
3582,0.666666667
3583,3.5
3584,5.5
3585,4
3586,4.666666667
3587,4.333333333
3588,2
3589,1.333333333
3590,2.666666667
3591,1.833333333
3592,2.666666667
3593,3.333333333
3594,3.5
3595,2.166666667
3596,1.5
3597,2.333333333
3598,4.166666667
3599,4.666666667
3600,3.5
3601,1.833333333
3602,0.833333333
3603,1.5
3604,3.333333333
3605,6.166666667
3606,4.166666667
3607,1.666666667
3608,3.166666667
3609,1
3610,1.333333333
3611,3
3612,2.833333333
3613,2.333333333
3614,4.5
3615,3.666666667
3616,2.166666667
3617,1
3618,1.333333333
3619,2
3620,3.333333333
3621,2.166666667
3622,1.166666667
3623,2.666666667
3624,0.333333333
3625,1.166666667
3626,3.5
3627,0.833333333
3628,2.166666667
3629,1.833333333
3630,1.833333333
3631,0.333333333
3632,2
3633,2
3634,3.166666667
3635,2
3636,2.166666667
3637,2
3638,0.666666667
3639,1.666666667
3640,3.5
3641,1.833333333
3642,2.166666667
3643,2
3644,2.333333333
3645,0.666666667
3646,3.166666667
3647,3.5
3648,2.833333333
3649,4.5
3650,3.333333333
3651,2.333333333
3652,1.833333333
3653,2.833333333
3654,3.333333333
3655,2.5
3656,3.333333333
3657,5.666666667
3658,1.666666667
3659,0.333333333
3660,2.166666667
3661,1.666666667
3662,1
3663,1.333333333
3664,1.166666667
3665,1.5
3666,1
3667,1.5
3668,0.833333333
3669,2.666666667
3670,4.666666667
3671,4.5
3672,2.333333333
3673,1.666666667
3674,2
3675,1.666666667
3676,2.5
3677,4
3678,2.333333333
3679,1.166666667
3680,0.333333333
3681,3.166666667
3682,4.5
